/home/ubuntu/anaconda3/bin/python3.5 /mnt/storage/insuranceQA-cnn-lstm/cnn/theano/insqa_cnn.py
Using gpu device 0: Tesla K80 (CNMeM is enabled with initial size: 95.0% of memory, cuDNN 5110)
/home/ubuntu/anaconda3/lib/python3.5/site-packages/theano/sandbox/cuda/__init__.py:600: UserWarning: Your cuDNN version is more recent than the one Theano officially supports. If you see any problems, try updating Theano or downgrading cuDNN to version 5.
  warnings.warn(warn)
cost Sum{acc_dtype=float32}.0
load data done ...... epoch:92 cost:5.270517349243164, acc:0.64453125
load data done ...... epoch:93 cost:6.068203449249268, acc:0.5703125
load data done ...... epoch:94 cost:4.369655132293701, acc:0.66015625
load data done ...... epoch:95 cost:4.659035682678223, acc:0.6484375
load data done ...... epoch:96 cost:5.361034870147705, acc:0.640625
load data done ...... epoch:97 cost:4.252168655395508, acc:0.65625
load data done ...... epoch:98 cost:4.778615474700928, acc:0.66796875
load data done ...... epoch:99 cost:4.3689284324646, acc:0.62109375
load data done ...... epoch:100 cost:5.772075653076172, acc:0.60546875
load data done ...... epoch:101 cost:5.480690002441406, acc:0.62109375
load data done ...... epoch:102 cost:6.437618255615234, acc:0.57421875
load data done ...... epoch:103 cost:4.4121198654174805, acc:0.66796875
load data done ...... epoch:104 cost:5.4226274490356445, acc:0.609375
load data done ...... epoch:105 cost:5.368210315704346, acc:0.625
load data done ...... epoch:106 cost:4.586244583129883, acc:0.6640625
load data done ...... epoch:107 cost:4.4797821044921875, acc:0.68359375
load data done ...... epoch:108 cost:4.374362945556641, acc:0.69921875
load data done ...... epoch:109 cost:5.068506240844727, acc:0.6171875
load data done ...... epoch:110 cost:4.2322163581848145, acc:0.6640625
load data done ...... epoch:111 cost:4.917483329772949, acc:0.63671875
load data done ...... epoch:112 cost:4.1520795822143555, acc:0.671875
load data done ...... epoch:113 cost:4.621100425720215, acc:0.69140625
load data done ...... epoch:114 cost:4.684343338012695, acc:0.65625
load data done ...... epoch:115 cost:4.6834516525268555, acc:0.69140625
load data done ...... epoch:116 cost:3.9738376140594482, acc:0.71875
load data done ...... epoch:117 cost:4.666600227355957, acc:0.6953125
load data done ...... epoch:118 cost:4.074798107147217, acc:0.7265625
load data done ...... epoch:119 cost:4.165196418762207, acc:0.69140625
load data done ...... epoch:120 cost:4.0905938148498535, acc:0.69921875
load data done ...... epoch:121 cost:5.070684432983398, acc:0.64453125
load data done ...... epoch:122 cost:4.249000549316406, acc:0.66796875
load data done ...... epoch:123 cost:4.368528366088867, acc:0.67578125
load data done ...... epoch:124 cost:4.65714168548584, acc:0.6328125
load data done ...... epoch:125 cost:4.3515448570251465, acc:0.67578125
load data done ...... epoch:126 cost:3.6879024505615234, acc:0.7265625
load data done ...... epoch:127 cost:4.513728618621826, acc:0.71484375
load data done ...... epoch:128 cost:3.1904964447021484, acc:0.72265625
load data done ...... epoch:129 cost:3.9634504318237305, acc:0.71484375
load data done ...... epoch:130 cost:4.975250244140625, acc:0.63671875
load data done ...... epoch:131 cost:4.08881139755249, acc:0.671875
load data done ...... epoch:132 cost:3.4330413341522217, acc:0.734375
load data done ...... epoch:133 cost:3.724517345428467, acc:0.7265625
load data done ...... epoch:134 cost:3.8390848636627197, acc:0.75
load data done ...... epoch:135 cost:5.051967620849609, acc:0.6953125
load data done ...... epoch:136 cost:4.0508575439453125, acc:0.70703125
load data done ...... epoch:137 cost:4.3333282470703125, acc:0.69921875
load data done ...... epoch:138 cost:3.935058832168579, acc:0.7109375
load data done ...... epoch:139 cost:3.451235771179199, acc:0.72265625
load data done ...... epoch:140 cost:4.280671119689941, acc:0.671875
load data done ...... epoch:141 cost:3.67976713180542, acc:0.70703125
load data done ...... epoch:142 cost:4.099269866943359, acc:0.71875
load data done ...... epoch:143 cost:3.4228384494781494, acc:0.73828125
load data done ...... epoch:144 cost:3.7180392742156982, acc:0.72265625
load data done ...... epoch:145 cost:4.175329208374023, acc:0.6875
load data done ...... epoch:146 cost:2.89162015914917, acc:0.76171875
load data done ...... epoch:147 cost:3.92612886428833, acc:0.73828125
load data done ...... epoch:148 cost:5.849335193634033, acc:0.640625
load data done ...... epoch:149 cost:4.086399555206299, acc:0.7109375
load data done ...... epoch:150 cost:3.4545063972473145, acc:0.73828125
load data done ...... epoch:151 cost:3.714489459991455, acc:0.703125
load data done ...... epoch:152 cost:5.032532215118408, acc:0.66796875
load data done ...... epoch:153 cost:4.079985618591309, acc:0.6953125
load data done ...... epoch:154 cost:4.400746822357178, acc:0.73828125
load data done ...... epoch:155 cost:4.567739009857178, acc:0.7109375
load data done ...... epoch:156 cost:2.855278491973877, acc:0.765625
load data done ...... epoch:157 cost:4.143575668334961, acc:0.69921875
load data done ...... epoch:158 cost:4.496885299682617, acc:0.71875
load data done ...... epoch:159 cost:3.115840435028076, acc:0.74609375
load data done ...... epoch:160 cost:3.735541582107544, acc:0.72265625
load data done ...... epoch:161 cost:3.1467175483703613, acc:0.7265625
load data done ...... epoch:162 cost:4.3242645263671875, acc:0.70703125
load data done ...... epoch:163 cost:4.131366729736328, acc:0.703125
load data done ...... epoch:164 cost:4.86918830871582, acc:0.67578125
load data done ...... epoch:165 cost:5.2440361976623535, acc:0.66015625
load data done ...... epoch:166 cost:3.976083755493164, acc:0.69140625
load data done ...... epoch:167 cost:4.214717864990234, acc:0.72265625
load data done ...... epoch:168 cost:3.4607763290405273, acc:0.73046875
load data done ...... epoch:169 cost:3.467170476913452, acc:0.71484375
load data done ...... epoch:170 cost:4.329858303070068, acc:0.70703125
load data done ...... epoch:171 cost:3.7651047706604004, acc:0.72265625
load data done ...... epoch:172 cost:3.3177194595336914, acc:0.76171875
load data done ...... epoch:173 cost:3.390256881713867, acc:0.765625
load data done ...... epoch:174 cost:4.630280494689941, acc:0.66796875
load data done ...... epoch:175 cost:4.048777103424072, acc:0.69921875
load data done ...... epoch:176 cost:2.8788366317749023, acc:0.80078125
load data done ...... epoch:177 cost:3.9517788887023926, acc:0.68359375
load data done ...... epoch:178 cost:3.6355552673339844, acc:0.76171875
load data done ...... epoch:179 cost:4.280168533325195, acc:0.6953125
load data done ...... epoch:180 cost:3.8296773433685303, acc:0.71875
load data done ...... epoch:181 cost:4.105447292327881, acc:0.72265625
load data done ...... epoch:182 cost:3.503444194793701, acc:0.73046875
load data done ...... epoch:183 cost:3.703514575958252, acc:0.71875
load data done ...... epoch:184 cost:3.9429378509521484, acc:0.75
load data done ...... epoch:185 cost:3.7700304985046387, acc:0.70703125
load data done ...... epoch:186 cost:3.176591396331787, acc:0.7265625
load data done ...... epoch:187 cost:3.0706779956817627, acc:0.734375
load data done ...... epoch:188 cost:3.487987518310547, acc:0.70703125
load data done ...... epoch:189 cost:3.8137195110321045, acc:0.71484375
load data done ...... epoch:190 cost:2.8837594985961914, acc:0.78515625
load data done ...... epoch:191 cost:3.2881124019622803, acc:0.75
load data done ...... epoch:192 cost:2.867427349090576, acc:0.78515625
load data done ...... epoch:193 cost:2.3287742137908936, acc:0.78515625
load data done ...... epoch:194 cost:3.099764823913574, acc:0.76953125
load data done ...... epoch:195 cost:3.1609139442443848, acc:0.78515625
load data done ...... epoch:196 cost:3.5835282802581787, acc:0.6953125
load data done ...... epoch:197 cost:3.4957380294799805, acc:0.74609375
load data done ...... epoch:198 cost:3.1897802352905273, acc:0.78125
load data done ...... epoch:199 cost:2.9078502655029297, acc:0.78515625
load data done ...... epoch:200 cost:3.5414490699768066, acc:0.7734375
load data done ...... epoch:201 cost:2.9363465309143066, acc:0.73828125
load data done ...... epoch:202 cost:3.839864492416382, acc:0.73046875
load data done ...... epoch:203 cost:3.17228102684021, acc:0.7578125
load data done ...... epoch:204 cost:3.6826894283294678, acc:0.7109375
load data done ...... epoch:205 cost:4.060673713684082, acc:0.74609375
load data done ...... epoch:206 cost:3.294431209564209, acc:0.765625
load data done ...... epoch:207 cost:3.383545398712158, acc:0.73046875
load data done ...... epoch:208 cost:2.9880943298339844, acc:0.73046875
load data done ...... epoch:209 cost:3.13938570022583, acc:0.76171875
load data done ...... epoch:210 cost:3.8239595890045166, acc:0.74609375
load data done ...... epoch:211 cost:3.464730739593506, acc:0.70703125
load data done ...... epoch:212 cost:2.773098945617676, acc:0.78515625
load data done ...... epoch:213 cost:3.4661293029785156, acc:0.765625
load data done ...... epoch:214 cost:3.6641087532043457, acc:0.76953125
load data done ...... epoch:215 cost:3.217029571533203, acc:0.74609375
load data done ...... epoch:216 cost:3.070183515548706, acc:0.765625
load data done ...... epoch:217 cost:3.875636577606201, acc:0.73828125
load data done ...... epoch:218 cost:3.0317039489746094, acc:0.77734375
load data done ...... epoch:219 cost:2.74367356300354, acc:0.76171875
load data done ...... epoch:220 cost:3.7293152809143066, acc:0.7109375
load data done ...... epoch:221 cost:2.840878486633301, acc:0.7890625
load data done ...... epoch:222 cost:2.9437873363494873, acc:0.7578125
load data done ...... epoch:223 cost:3.821898937225342, acc:0.72265625
load data done ...... epoch:224 cost:2.638607978820801, acc:0.79296875
load data done ...... epoch:225 cost:3.351199150085449, acc:0.76171875
load data done ...... epoch:226 cost:2.75140118598938, acc:0.7734375
load data done ...... epoch:227 cost:2.9588184356689453, acc:0.76953125
load data done ...... epoch:228 cost:3.3394432067871094, acc:0.76953125
load data done ...... epoch:229 cost:2.8545427322387695, acc:0.77734375
load data done ...... epoch:230 cost:2.7254085540771484, acc:0.765625
load data done ...... epoch:231 cost:2.2566962242126465, acc:0.80078125
load data done ...... epoch:232 cost:3.379493236541748, acc:0.7734375
load data done ...... epoch:233 cost:2.5236291885375977, acc:0.79296875
load data done ...... epoch:234 cost:2.769289970397949, acc:0.79296875
load data done ...... epoch:235 cost:2.442004680633545, acc:0.76171875
load data done ...... epoch:236 cost:3.230325222015381, acc:0.75
load data done ...... epoch:237 cost:3.8122222423553467, acc:0.734375
load data done ...... epoch:238 cost:3.0704641342163086, acc:0.78125
load data done ...... epoch:239 cost:3.2663021087646484, acc:0.76953125
load data done ...... epoch:240 cost:2.4509692192077637, acc:0.80859375
load data done ...... epoch:241 cost:2.9849424362182617, acc:0.76953125
load data done ...... epoch:242 cost:2.5292346477508545, acc:0.81640625
load data done ...... epoch:243 cost:3.57502818107605, acc:0.765625
load data done ...... epoch:244 cost:3.9339771270751953, acc:0.71484375
load data done ...... epoch:245 cost:2.7172839641571045, acc:0.7734375
load data done ...... epoch:246 cost:2.31558895111084, acc:0.78125
load data done ...... epoch:247 cost:3.2544684410095215, acc:0.7265625
load data done ...... epoch:248 cost:2.492987632751465, acc:0.7890625
load data done ...... epoch:249 cost:3.0296969413757324, acc:0.77734375
load data done ...... epoch:250 cost:2.8073530197143555, acc:0.7734375
load data done ...... epoch:251 cost:2.1826133728027344, acc:0.828125
load data done ...... epoch:252 cost:2.466081380844116, acc:0.80078125
load data done ...... epoch:253 cost:3.031372547149658, acc:0.796875
load data done ...... epoch:254 cost:3.021080732345581, acc:0.73828125
load data done ...... epoch:255 cost:3.052971363067627, acc:0.74609375
load data done ...... epoch:256 cost:3.2510874271392822, acc:0.76171875
load data done ...... epoch:257 cost:2.9746055603027344, acc:0.76171875
load data done ...... epoch:258 cost:2.9064550399780273, acc:0.77734375
load data done ...... epoch:259 cost:2.7828829288482666, acc:0.79296875
load data done ...... epoch:260 cost:3.39892840385437, acc:0.75
load data done ...... epoch:261 cost:2.9210128784179688, acc:0.76953125
load data done ...... epoch:262 cost:2.444037914276123, acc:0.77734375
load data done ...... epoch:263 cost:3.072356700897217, acc:0.74609375
load data done ...... epoch:264 cost:2.5547215938568115, acc:0.78125
load data done ...... epoch:265 cost:1.7945001125335693, acc:0.83984375
load data done ...... epoch:266 cost:3.183490753173828, acc:0.76953125
load data done ...... epoch:267 cost:2.8957321643829346, acc:0.75390625
load data done ...... epoch:268 cost:1.8871276378631592, acc:0.80859375
load data done ...... epoch:269 cost:2.6575679779052734, acc:0.80078125
load data done ...... epoch:270 cost:1.8688117265701294, acc:0.8125
load data done ...... epoch:271 cost:3.30489444732666, acc:0.78515625
load data done ...... epoch:272 cost:2.5759260654449463, acc:0.79296875
load data done ...... epoch:273 cost:2.584200859069824, acc:0.8046875
load data done ...... epoch:274 cost:2.3924508094787598, acc:0.79296875
load data done ...... epoch:275 cost:2.8079824447631836, acc:0.78515625
load data done ...... epoch:276 cost:2.5758371353149414, acc:0.8046875
load data done ...... epoch:277 cost:2.4731485843658447, acc:0.8125
load data done ...... epoch:278 cost:2.9712467193603516, acc:0.7890625
load data done ...... epoch:279 cost:2.588486433029175, acc:0.78515625
load data done ...... epoch:280 cost:2.8980212211608887, acc:0.80078125
load data done ...... epoch:281 cost:3.122926712036133, acc:0.7578125
load data done ...... epoch:282 cost:2.534543752670288, acc:0.80078125
load data done ...... epoch:283 cost:2.447927951812744, acc:0.8203125
load data done ...... epoch:284 cost:3.1356587409973145, acc:0.76171875
load data done ...... epoch:285 cost:2.888558864593506, acc:0.796875
load data done ...... epoch:286 cost:2.5133683681488037, acc:0.7734375
load data done ...... epoch:287 cost:1.9005544185638428, acc:0.8359375
load data done ...... epoch:288 cost:2.3703458309173584, acc:0.8046875
load data done ...... epoch:289 cost:2.9395878314971924, acc:0.7890625
load data done ...... epoch:290 cost:2.3708956241607666, acc:0.796875
load data done ...... epoch:291 cost:2.7693674564361572, acc:0.8125
load data done ...... epoch:292 cost:2.322535991668701, acc:0.8203125
load data done ...... epoch:293 cost:2.753891944885254, acc:0.7890625
load data done ...... epoch:294 cost:2.9535040855407715, acc:0.76171875
load data done ...... epoch:295 cost:2.032017707824707, acc:0.8125
load data done ...... epoch:296 cost:2.069002866744995, acc:0.796875
load data done ...... epoch:297 cost:2.514153480529785, acc:0.80859375
load data done ...... epoch:298 cost:2.399888277053833, acc:0.8046875
load data done ...... epoch:299 cost:3.5149965286254883, acc:0.73828125
load data done ...... epoch:300 cost:2.6334004402160645, acc:0.78515625
load data done ...... epoch:301 cost:2.981217861175537, acc:0.80859375
load data done ...... epoch:302 cost:3.113650321960449, acc:0.8125
load data done ...... epoch:303 cost:2.9453821182250977, acc:0.8125
load data done ...... epoch:304 cost:2.9738829135894775, acc:0.7578125
load data done ...... epoch:305 cost:2.517000675201416, acc:0.7734375
load data done ...... epoch:306 cost:2.289693593978882, acc:0.80078125
load data done ...... epoch:307 cost:2.6938347816467285, acc:0.80078125
load data done ...... epoch:308 cost:2.631446361541748, acc:0.80859375
load data done ...... epoch:309 cost:1.7485055923461914, acc:0.81640625
load data done ...... epoch:310 cost:2.1966745853424072, acc:0.80078125
load data done ...... epoch:311 cost:2.5794761180877686, acc:0.80078125
load data done ...... epoch:312 cost:2.5524520874023438, acc:0.80859375
load data done ...... epoch:313 cost:1.9993491172790527, acc:0.8203125
load data done ...... epoch:314 cost:2.637147903442383, acc:0.8046875
load data done ...... epoch:315 cost:2.49029541015625, acc:0.78515625
load data done ...... epoch:316 cost:3.0956108570098877, acc:0.796875
load data done ...... epoch:317 cost:2.5189878940582275, acc:0.796875
load data done ...... epoch:318 cost:2.8382303714752197, acc:0.76953125
load data done ...... epoch:319 cost:2.640994071960449, acc:0.8046875
load data done ...... epoch:320 cost:1.998468041419983, acc:0.82421875
load data done ...... epoch:321 cost:2.760547161102295, acc:0.76953125
load data done ...... epoch:322 cost:2.4415135383605957, acc:0.8125
load data done ...... epoch:323 cost:2.001770257949829, acc:0.8203125
load data done ...... epoch:324 cost:2.9377448558807373, acc:0.7890625
load data done ...... epoch:325 cost:2.3272933959960938, acc:0.796875
load data done ...... epoch:326 cost:2.7532525062561035, acc:0.8046875
load data done ...... epoch:327 cost:2.3587687015533447, acc:0.7890625
load data done ...... epoch:328 cost:2.4185595512390137, acc:0.8125
load data done ...... epoch:329 cost:2.74215030670166, acc:0.80078125
load data done ...... epoch:330 cost:2.526747703552246, acc:0.80078125
load data done ...... epoch:331 cost:2.9932167530059814, acc:0.78515625
load data done ...... epoch:332 cost:2.223578453063965, acc:0.77734375
load data done ...... epoch:333 cost:3.2099685668945312, acc:0.765625
load data done ...... epoch:334 cost:2.2025134563446045, acc:0.8125
load data done ...... epoch:335 cost:2.47562575340271, acc:0.81640625
load data done ...... epoch:336 cost:2.2600529193878174, acc:0.8203125
load data done ...... epoch:337 cost:2.542417526245117, acc:0.796875
load data done ...... epoch:338 cost:2.092804193496704, acc:0.81640625
load data done ...... epoch:339 cost:3.154374122619629, acc:0.80078125
load data done ...... epoch:340 cost:2.250504493713379, acc:0.84765625
load data done ...... epoch:341 cost:2.4021339416503906, acc:0.78515625
load data done ...... epoch:342 cost:2.927150011062622, acc:0.78515625
load data done ...... epoch:343 cost:2.409353256225586, acc:0.81640625
load data done ...... epoch:344 cost:2.4724299907684326, acc:0.78125
load data done ...... epoch:345 cost:1.9355278015136719, acc:0.84765625
load data done ...... epoch:346 cost:1.7902178764343262, acc:0.83203125
load data done ...... epoch:347 cost:1.4065966606140137, acc:0.8671875
load data done ...... epoch:348 cost:2.75927734375, acc:0.78515625
load data done ...... epoch:349 cost:1.8837488889694214, acc:0.8125
load data done ...... epoch:350 cost:2.7284369468688965, acc:0.76953125
load data done ...... epoch:351 cost:2.395740032196045, acc:0.7890625
load data done ...... epoch:352 cost:1.7662663459777832, acc:0.81640625
load data done ...... epoch:353 cost:1.919885277748108, acc:0.83984375
load data done ...... epoch:354 cost:3.087738037109375, acc:0.79296875
load data done ...... epoch:355 cost:2.9452414512634277, acc:0.82421875
load data done ...... epoch:356 cost:3.2615904808044434, acc:0.7734375
load data done ...... epoch:357 cost:2.4632668495178223, acc:0.8203125
load data done ...... epoch:358 cost:2.260117530822754, acc:0.80859375
load data done ...... epoch:359 cost:2.31423282623291, acc:0.81640625
load data done ...... epoch:360 cost:2.556385040283203, acc:0.80078125
load data done ...... epoch:361 cost:2.0600509643554688, acc:0.83984375
load data done ...... epoch:362 cost:2.7715139389038086, acc:0.81640625
load data done ...... epoch:363 cost:2.874188184738159, acc:0.80859375
load data done ...... epoch:364 cost:2.2127795219421387, acc:0.8125
load data done ...... epoch:365 cost:2.418869972229004, acc:0.80078125
load data done ...... epoch:366 cost:2.651991844177246, acc:0.76171875
load data done ...... epoch:367 cost:2.5792741775512695, acc:0.78125
load data done ...... epoch:368 cost:1.4078848361968994, acc:0.8359375
load data done ...... epoch:369 cost:2.190061092376709, acc:0.8046875
load data done ...... epoch:370 cost:3.0447545051574707, acc:0.78515625
load data done ...... epoch:371 cost:3.005958080291748, acc:0.80078125
load data done ...... epoch:372 cost:2.1403579711914062, acc:0.796875
load data done ...... epoch:373 cost:2.8603768348693848, acc:0.78125
load data done ...... epoch:374 cost:1.8780927658081055, acc:0.83984375
load data done ...... epoch:375 cost:2.5235049724578857, acc:0.79296875
load data done ...... epoch:376 cost:2.902351140975952, acc:0.8125
load data done ...... epoch:377 cost:2.498716354370117, acc:0.828125
load data done ...... epoch:378 cost:2.2416324615478516, acc:0.78515625
load data done ...... epoch:379 cost:2.507831573486328, acc:0.828125
load data done ...... epoch:380 cost:2.4801745414733887, acc:0.796875
load data done ...... epoch:381 cost:2.8857502937316895, acc:0.76171875
load data done ...... epoch:382 cost:1.7749853134155273, acc:0.8359375
load data done ...... epoch:383 cost:2.449345588684082, acc:0.796875
load data done ...... epoch:384 cost:1.9371628761291504, acc:0.84765625
load data done ...... epoch:385 cost:1.873358964920044, acc:0.85546875
load data done ...... epoch:386 cost:2.164309024810791, acc:0.80078125
load data done ...... epoch:387 cost:2.3318893909454346, acc:0.8125
load data done ...... epoch:388 cost:1.7843266725540161, acc:0.84375
load data done ...... epoch:389 cost:2.155135154724121, acc:0.80859375
load data done ...... epoch:390 cost:2.482572078704834, acc:0.78515625
load data done ...... epoch:391 cost:3.601585865020752, acc:0.78515625
load data done ...... epoch:392 cost:2.414686918258667, acc:0.81640625
load data done ...... epoch:393 cost:1.6441160440444946, acc:0.8515625
load data done ...... epoch:394 cost:2.755634069442749, acc:0.80078125
load data done ...... epoch:395 cost:2.9167513847351074, acc:0.78125
load data done ...... epoch:396 cost:2.252657890319824, acc:0.81640625
load data done ...... epoch:397 cost:1.8579838275909424, acc:0.8515625
load data done ...... epoch:398 cost:1.8474645614624023, acc:0.83984375
load data done ...... epoch:399 cost:2.0123629570007324, acc:0.8125
load data done ...... epoch:400 cost:2.5831222534179688, acc:0.79296875
load data done ...... epoch:401 cost:2.482180118560791, acc:0.78515625
load data done ...... epoch:402 cost:1.400702714920044, acc:0.83984375
load data done ...... epoch:403 cost:2.6840548515319824, acc:0.82421875
load data done ...... epoch:404 cost:1.8864047527313232, acc:0.81640625
load data done ...... epoch:405 cost:2.066497325897217, acc:0.84375
load data done ...... epoch:406 cost:1.8597412109375, acc:0.8359375
load data done ...... epoch:407 cost:1.9155056476593018, acc:0.8203125
load data done ...... epoch:408 cost:2.685096263885498, acc:0.83203125
load data done ...... epoch:409 cost:2.9664125442504883, acc:0.80078125
load data done ...... epoch:410 cost:1.4795061349868774, acc:0.83984375
load data done ...... epoch:411 cost:1.5011447668075562, acc:0.8671875
load data done ...... epoch:412 cost:1.8964264392852783, acc:0.81640625
load data done ...... epoch:413 cost:2.17960262298584, acc:0.81640625
load data done ...... epoch:414 cost:2.540065288543701, acc:0.796875
load data done ...... epoch:415 cost:2.79410982131958, acc:0.79296875
load data done ...... epoch:416 cost:1.6282449960708618, acc:0.85546875
load data done ...... epoch:417 cost:2.0376152992248535, acc:0.80859375
load data done ...... epoch:418 cost:2.943817615509033, acc:0.7890625
load data done ...... epoch:419 cost:2.1270666122436523, acc:0.81640625
load data done ...... epoch:420 cost:1.8656163215637207, acc:0.8046875
